code,name,sector,cohort_key,feature_source,PC05,PC05_z,pca_version
600167,联美量子,defensive,student_B,local_semantic,-1.0315584781976317,-0.19331617958665206,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600188,兖矿能源,bluechip,student_B,local_semantic,3.5124288338155583,0.6582363846299899,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600196,复星医药,growth,student_C,local_semantic,5.2747928841536904,0.98850703089281267,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600219,南山铝业,global,student_B,local_semantic,2.8862759067040322,0.54089403878674325,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600236,桂冠电力,defensive,student_B,local_semantic,-1.4644734455009139,-0.27444533448553432,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600276,恒瑞医药,bluechip,student_C,local_semantic,6.3917260342726827,1.1978225995185992,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600278,东方创业,global,student_A,local_semantic,-10.01928438701176,-1.8776344926886679,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600309,万华化学,bluechip,student_B,local_semantic,2.2749374757550815,0.42632795998136164,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600317,营口港,defensive,student_A,local_semantic,-10.337324831048345,-1.9372359257578031,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600332,白云山,defensive,student_C,local_semantic,5.271218354799033,0.98783715674290495,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600338,西藏珠峰,global,student_B,local_semantic,1.5818669052015732,0.29644511018166619,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600346,恒力石化,bluechip,student_B,local_semantic,2.8242043827082441,0.52926170757760749,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600362,江西铜业,global,student_B,local_semantic,2.5099388052444125,0.47036769226492287,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600380,健康元,defensive,student_C,local_semantic,6.160799606650424,1.1545465122224838,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600383,金地集团,bluechip,student_C,local_semantic,4.0060642209867776,0.75074467104672504,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600392,盛和资源,global,student_B,local_semantic,1.3585852050046443,0.25460166052178862,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600426,华鲁恒升,bluechip,student_B,local_semantic,3.8031861598821699,0.71272490530041877,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600428,中远海特,global,student_A,local_semantic,-10.627138936514026,-1.9915476849484581,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600436,片仔癀,bluechip,student_C,local_semantic,6.9355395388755499,1.2997343683027953,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600438,通威股份,growth,student_B,local_semantic,-2.1239974370157273,-0.39804148640524811,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600452,涪陵电力,defensive,student_B,local_semantic,-1.0873679226905872,-0.20377498422280035,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600489,中金黄金,global,student_B,local_semantic,2.3435248833921545,0.43918138118082473,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600497,驰宏锌锗,global,student_B,local_semantic,1.1596257228283147,0.21731624452281523,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600519,贵州茅台,bluechip,student_C,local_semantic,6.8297849235071686,1.2799157359627349,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600521,华海药业,growth,student_C,local_semantic,4.6215243670743726,0.86608316774288818,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600547,山东黄金,global,student_B,local_semantic,2.1773889654465739,0.40804716860038387,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600549,厦门钨业,global,student_B,local_semantic,3.0447282883787237,0.57058834087350185,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600570,恒生电子,tech,student_A,local_semantic,-0.14545084254963397,-0.027257786924967619,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600578,京能电力,defensive,student_B,local_semantic,-0.93965325229844721,-0.17609295130596245,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
600584,长电科技,tech,student_A,local_semantic,-0.92568358927675432,-0.17347500773558427,pc5-full-svd-63860325d95daff9c609bee44540cd8f7d7d1240b2234de595f24f7af231d7c0
