feature,loading,absolute_loading
dim_142,0.016217516181152976,0.016217516181152976
dim_668,0.01619852389379341,0.01619852389379341
dim_273,-0.016173834062506647,0.016173834062506647
dim_137,-0.016159155387939494,0.016159155387939494
dim_693,-0.016118834161850986,0.016118834161850986
dim_219,0.01608816528613102,0.01608816528613102
dim_349,-0.016044906459304013,0.016044906459304013
dim_126,0.016035197798793935,0.016035197798793935
dim_633,0.016005956778019251,0.016005956778019251
dim_344,0.015962891230949367,0.015962891230949367
dim_084,-0.015783011645447265,0.015783011645447265
dim_294,0.015725962378107645,0.015725962378107645
dim_239,0.015614187315177861,0.015614187315177861
dim_430,-0.015546718332115699,0.015546718332115699
dim_151,0.015527311476056675,0.015527311476056675
dim_458,0.015507595631925298,0.015507595631925298
dim_117,-0.015456288328290036,0.015456288328290036
dim_054,-0.01544680706657185,0.01544680706657185
dim_581,-0.015364123537643373,0.015364123537643373
dim_721,-0.015334380820688576,0.015334380820688576
dim_492,0.01528810987196997,0.01528810987196997
dim_346,0.01524451506876584,0.01524451506876584
dim_493,-0.015213911868766876,0.015213911868766876
dim_048,-0.015191910202770612,0.015191910202770612
dim_191,-0.01518039257400886,0.01518039257400886
dim_028,0.015137286813844913,0.015137286813844913
dim_348,-0.015130650286878876,0.015130650286878876
dim_600,0.015058062748491186,0.015058062748491186
dim_017,0.015043899654316234,0.015043899654316234
dim_603,-0.015038168085992251,0.015038168085992251
dim_461,0.01503038615883447,0.01503038615883447
dim_725,0.015000843015454561,0.015000843015454561
dim_468,0.014976813974146214,0.014976813974146214
dim_474,0.014824643026661873,0.014824643026661873
dim_732,0.014702505399817059,0.014702505399817059
dim_053,0.014617599231500579,0.014617599231500579
dim_345,-0.014617106340254175,0.014617106340254175
dim_371,-0.014607141994045702,0.014607141994045702
dim_712,-0.014601674181462278,0.014601674181462278
dim_303,0.014575251307849911,0.014575251307849911
dim_231,0.014461708435628025,0.014461708435628025
dim_756,-0.014398891339702131,0.014398891339702131
dim_711,0.01434889241562174,0.01434889241562174
dim_352,-0.014327658026907606,0.014327658026907606
dim_184,0.014305611261836245,0.014305611261836245
dim_466,0.014206982288899415,0.014206982288899415
dim_543,0.014153252073344603,0.014153252073344603
dim_448,-0.014131025639384421,0.014131025639384421
dim_357,-0.014113437129622175,0.014113437129622175
dim_390,-0.014096266057620857,0.014096266057620857
dim_544,0.014058774872446122,0.014058774872446122
dim_667,0.014000002998968634,0.014000002998968634
dim_143,-0.013949362835550485,0.013949362835550485
dim_766,-0.013936541424693262,0.013936541424693262
dim_152,0.013928734599106606,0.013928734599106606
dim_464,-0.013926679425793143,0.013926679425793143
dim_135,0.013823361027620733,0.013823361027620733
dim_343,-0.013797929504852886,0.013797929504852886
dim_064,-0.013761615190123373,0.013761615190123373
dim_426,0.013715199453761392,0.013715199453761392
dim_688,0.013700167503355325,0.013700167503355325
dim_161,0.013636387226174758,0.013636387226174758
dim_252,-0.013592936705827887,0.013592936705827887
dim_388,-0.013567700387309188,0.013567700387309188
dim_289,0.013548569592809735,0.013548569592809735
dim_720,0.013473734064091344,0.013473734064091344
dim_309,-0.013433352844845849,0.013433352844845849
dim_201,-0.013294437943596353,0.013294437943596353
dim_446,0.013245334552521854,0.013245334552521854
