date,open,close,high,low,volume,pct_chg,amplitude,ma5,ma20,ma60
2024-10-15,6.333,6.233,6.373,6.233,61177.0,-2.1967676133689107,2.196767613368909,6.357,6.0295000000000005,5.972833333333333
2024-10-16,6.223,6.333,6.363,6.183,58235.0,1.6043638697256668,2.8878549655061865,6.333,6.063000000000001,5.973333333333333
2024-10-17,6.373,6.243,6.453,6.233,58838.0,-1.42112742775935,3.473867045633991,6.285,6.089,5.973166666666668
2024-10-18,6.243,6.333,6.403,6.183,77337.0,1.4416146083613635,3.5239468204388875,6.303,6.1205,5.973833333333333
2024-10-21,6.363,6.313,6.403,6.293,87615.0,-0.3158060950576469,1.7369335228169813,6.291,6.149,5.973
2024-10-22,6.323,6.383,6.383,6.313,67693.0,1.108823063519715,1.1088230635197256,6.321,6.1850000000000005,5.9755
2024-10-23,6.423,6.613,6.633,6.393,150585.0,3.603321322262265,3.7599874667084476,6.377,6.234999999999999,5.9831666666666665
2024-10-24,6.633,6.533,6.633,6.483,74463.0,-1.2097383940722795,2.268259488885534,6.4350000000000005,6.273,5.992
2024-10-25,6.593,6.703,6.743,6.533,104710.0,2.602173580284717,3.214449716822286,6.509,6.3235,6.0040000000000004
2024-10-28,6.693,6.733,6.743,6.653,89610.0,0.447560793674473,1.3426823810234334,6.593000000000001,6.375500000000001,6.015666666666666
2024-10-29,6.713,6.453,6.763,6.443,140933.0,-4.158621713946231,4.752710530224273,6.607000000000001,6.406499999999999,6.0215000000000005
2024-10-30,6.413,6.413,6.503,6.353,66872.0,-0.6198667286533399,2.3245002324500286,6.567,6.4334999999999996,6.0280000000000005
2024-10-31,6.753,6.633,6.853,6.563,191043.0,3.430531732418518,4.522064556369874,6.587000000000001,6.4655000000000005,6.0385
2024-11-01,6.583,6.513,6.663,6.423,113716.0,-1.8091361374943493,3.618272274988696,6.5489999999999995,6.481,6.0440000000000005
2024-11-04,6.443,6.543,6.543,6.443,60173.0,0.4606172270843034,1.5353907569476515,6.511,6.4735,6.050833333333333
2024-11-05,6.563,6.593,6.593,6.473,88221.0,0.7641754546843904,1.834021091242551,6.539,6.456,6.059833333333333
2024-11-06,6.593,6.583,6.643,6.523,93575.0,-0.1516760200212297,1.820112240254817,6.573,6.4625,6.071833333333333
2024-11-07,6.593,6.733,6.743,6.523,128957.0,2.278596384627063,3.341941364119712,6.592999999999999,6.475,6.0840000000000005
2024-11-08,6.763,6.703,6.793,6.663,102161.0,-0.44556661220851446,1.9307886529036076,6.631,6.498,6.095333333333333
2024-11-11,6.663,6.743,6.743,6.663,85016.0,0.5967477248993047,1.1934954497985988,6.671000000000001,6.516500000000001,6.1075
2024-11-12,6.753,6.733,6.833,6.693,105164.0,-0.14830194275545772,2.07622719857631,6.699,6.541499999999999,6.120500000000001
2024-11-13,6.683,6.733,6.773,6.633,75229.0,0.0,2.079310856973113,6.728999999999999,6.5615,6.133666666666667
2024-11-14,6.753,6.623,6.853,6.613,110089.0,-1.633744244764579,3.564532897668191,6.706999999999999,6.580500000000001,6.143833333333333
2024-11-15,6.583,6.513,6.683,6.503,72480.0,-1.6608787558508253,2.71780160048316,6.669,6.589499999999999,6.152500000000001
2024-11-18,6.483,6.473,6.613,6.463,67245.0,-0.6141563027790564,2.3030861354214704,6.614999999999999,6.597499999999999,6.159833333333333
2024-11-19,6.483,6.603,6.603,6.453,52374.0,2.008342345125902,2.317318090529885,6.589,6.608500000000001,6.1706666666666665
2024-11-20,6.573,6.653,6.673,6.543,63937.0,0.7572315614114755,1.9688020596698455,6.573,6.6105,6.182666666666666
2024-11-21,6.633,6.673,6.703,6.603,43657.0,0.300616263339859,1.5030813166992416,6.583,6.6175,6.1978333333333335
2024-11-22,6.653,6.483,6.693,6.473,67184.0,-2.8472950696838084,3.296867975423344,6.577,6.6065,6.211833333333334
2024-11-25,6.483,6.553,6.563,6.443,45917.0,1.0797470306956658,1.8509949097639997,6.593000000000001,6.597499999999999,6.227833333333334
2024-11-26,6.553,6.553,6.613,6.513,50031.0,0.0,1.5260186174271408,6.583,6.602499999999999,6.244
2024-11-27,6.523,6.713,6.713,6.393,97013.0,2.4416297878834037,4.883259575766829,6.595000000000001,6.6175,6.259166666666667
2024-11-28,6.703,6.813,6.843,6.693,115821.0,1.4896469536719747,2.234470430507975,6.622999999999999,6.6265,6.278833333333334
2024-11-29,6.803,6.793,6.853,6.763,82810.0,-0.29355643622486216,1.321003963011887,6.6850000000000005,6.6405,6.296333333333334
2024-12-02,6.793,6.903,6.943,6.753,99705.0,1.6193139997055628,2.796996908582357,6.755,6.658500000000001,6.3149999999999995
2024-12-03,6.883,6.893,6.943,6.833,55163.0,-0.1448645516442082,1.593510068086331,6.823,6.6735,6.332666666666667
2024-12-04,6.863,6.723,6.883,6.693,66810.0,-2.466270129116499,2.7564195560713824,6.825,6.6805,6.349166666666667
2024-12-05,6.723,6.723,6.753,6.683,40258.0,0.0,1.0412018444147,6.8069999999999995,6.68,6.365833333333333
2024-12-06,6.713,6.833,6.833,6.703,52603.0,1.6361743269373896,1.9336605681987191,6.815,6.6865,6.384333333333333
2024-12-09,6.853,6.893,7.043,6.823,100182.0,0.8780916142250739,3.2196692521586385,6.813,6.694,6.403333333333333
2024-12-10,7.003,6.893,7.043,6.873,115991.0,0.0,2.466270129116494,6.813,6.702,6.424333333333334
2024-12-11,6.913,7.053,7.073,6.873,125626.0,2.3211954156390657,2.90149426954882,6.8790000000000004,6.717999999999999,6.447500000000001
2024-12-12,7.043,7.003,7.073,6.933,85830.0,-0.7089181908407793,1.9849709343541837,6.935,6.737,6.468833333333333
2024-12-13,6.963,6.863,6.993,6.863,71839.0,-1.9991432243324225,1.856347279737254,6.941,6.7545,6.488166666666667
2024-12-16,6.873,6.893,6.973,6.843,52961.0,0.4371266210112079,1.8942153577152832,6.941,6.775500000000001,6.507333333333333
