network,variant,horizon,n_days,n_days_excluded,mean_n_stocks,mean_pearson_ic,std_pearson_ic,icir_pearson,t_stat_pearson,spearman_n_days,mean_spearman_ic,std_spearman_ic,icir_spearman,t_stat_spearman,p_value_pearson,holm_adjusted_p
W-ind,b0_alpha_0.40,5,339,5,98.37209302325581,0.025374469929267493,0.1950645480776539,0.13008242748019022,2.3950714939993136,339,0.004212544819967201,0.19723759546994238,0.021357717375991656,0.3932372808150537,0.01661712478488453,0.4984835896455131
W-ind,b0_alpha_0.40,20,324,20,94.01744186046511,0.006551433311016575,0.17199504715508174,0.03809082540097439,0.685634857217539,324,0.001760011888287868,0.1909782252617768,0.009215772561900147,0.16588390611420264,0.49294339493841544,1.0
W-ind,gate_V1,5,339,5,98.37209302325581,0.025374469929267493,0.1950645480776539,0.13008242748019022,2.3950714939993136,339,0.004212544819967201,0.19723759546994238,0.021357717375991656,0.3932372808150537,0.01661712478488453,0.4984835896455131
W-ind,gate_V1,20,324,20,94.01744186046511,0.006551433311016575,0.17199504715508174,0.03809082540097439,0.685634857217539,324,0.001760011888287868,0.1909782252617768,0.009215772561900147,0.16588390611420264,0.49294339493841544,1.0
W-ind,gate_V2,5,339,5,98.37209302325581,0.025374469929267493,0.1950645480776539,0.13008242748019022,2.3950714939993136,339,0.004212544819967201,0.19723759546994238,0.021357717375991656,0.3932372808150537,0.01661712478488453,0.4984835896455131
W-ind,gate_V2,20,324,20,94.01744186046511,0.006551433311016575,0.17199504715508174,0.03809082540097439,0.685634857217539,324,0.001760011888287868,0.1909782252617768,0.009215772561900147,0.16588390611420264,0.49294339493841544,1.0
W-ind,gate_V3,5,339,5,98.37209302325581,0.025374469929267493,0.1950645480776539,0.13008242748019022,2.3950714939993136,339,0.004212544819967201,0.19723759546994238,0.021357717375991656,0.3932372808150537,0.01661712478488453,0.4984835896455131
W-ind,gate_V3,20,324,20,94.01744186046511,0.006551433311016575,0.17199504715508174,0.03809082540097439,0.685634857217539,324,0.001760011888287868,0.1909782252617768,0.009215772561900147,0.16588390611420264,0.49294339493841544,1.0
W-ind,placebo_node_permutation,5,339,5,98.37209302325581,0.02523694861986795,0.1953160877245905,0.12921080344110636,2.3790231934722326,339,0.003394785166513431,0.19752388705070267,0.01718670697100052,0.31644083477940366,0.01735858372596244,0.4984835896455131
W-ind,placebo_node_permutation,20,324,20,94.01744186046511,0.006236917870314386,0.17146095684948662,0.0363751491004995,0.654752683808991,324,0.0012374016247672915,0.1907753956588678,0.006486169877901513,0.11675105780222723,0.512626999199524,1.0
